val_loss,val_acc,epoch,step,train_loss_epoch,train_acc_epoch,train_loss_step,train_acc_step,test_loss,test_acc
1.4730263948440552,0.6764705777168274,0,4,,,,,,
,,0,4,0.8661959767341614,0.6333333253860474,,,,
1.0538731813430786,0.6911764740943909,1,9,,,,,,
,,1,9,0.6969318389892578,0.7200000286102295,,,,
1.0086374282836914,0.7058823704719543,2,14,,,,,,
,,2,14,0.6027178168296814,0.800000011920929,,,,
1.2078369855880737,0.7058823704719543,3,19,,,,,,
,,3,19,0.477680504322052,0.7733333110809326,,,,
1.2469441890716553,0.7647058963775635,4,24,,,,,,
,,4,24,0.3821856379508972,0.800000011920929,,,,
1.3121592998504639,0.7058823704719543,5,29,,,,,,
,,5,29,0.2771624028682709,0.8799999952316284,,,,
1.5895730257034302,0.7352941036224365,6,34,,,,,,
,,6,34,0.22470444440841675,0.8999999761581421,,,,
1.715842604637146,0.720588207244873,7,39,,,,,,
,,7,39,0.17533528804779053,0.9333333373069763,,,,
1.774653434753418,0.6911764740943909,8,44,,,,,,
,,8,44,0.13191986083984375,0.9599999785423279,,,,
,,9,49,,,0.056150808930397034,1.0,,
2.027196168899536,0.720588207244873,9,49,,,,,,
,,9,49,0.10462728142738342,0.9733333587646484,,,,
2.2745862007141113,0.7352941036224365,10,54,,,,,,
,,10,54,0.08182178437709808,0.9866666793823242,,,,
2.398374557495117,0.720588207244873,11,59,,,,,,
,,11,59,0.06347263604402542,0.9866666793823242,,,,
2.5063679218292236,0.7352941036224365,12,64,,,,,,
,,12,64,0.053551483899354935,0.9933333396911621,,,,
2.6541028022766113,0.7352941036224365,13,69,,,,,,
,,13,69,0.042270220816135406,0.9933333396911621,,,,
2.7762362957000732,0.7352941036224365,14,74,,,,,,
,,14,74,0.03604288026690483,0.9933333396911621,,,,
2.8741652965545654,0.7352941036224365,15,79,,,,,,
,,15,79,0.028641853481531143,0.9933333396911621,,,,
2.960298538208008,0.7352941036224365,16,84,,,,,,
,,16,84,0.027021681889891624,0.9933333396911621,,,,
3.050900459289551,0.75,17,89,,,,,,
,,17,89,0.02439187280833721,0.9933333396911621,,,,
3.129171371459961,0.75,18,94,,,,,,
,,18,94,0.02062859572470188,1.0,,,,
,,19,99,,,0.0035167336463928223,1.0,,
3.192748785018921,0.75,19,99,,,,,,
,,19,99,0.017955783754587173,1.0,,,,
,,20,100,,,,,2.017874002456665,0.6494845151901245
